pollutant,outcome,year,lag,week_index,year_week,exposed,inc_lag,baseline_inc,delta_inc,baseline_window,n_neighbors
NO2,ILI,2025,1,118,2025-W31,0,0.00038733685655885673,0.00044881325672828994,-6.147640016943321e-05,3,6
NO2,ILI,2025,1,119,2025-W32,0,0.0004768862949559502,0.00043104551101458093,4.5840783941369294e-05,3,6
NO2,ILI,2025,1,120,2025-W33,0,0.0004257151873004682,0.00043815260930006453,-1.2437421999596308e-05,3,6
NO2,ILI,2025,1,121,2025-W34,0,0.00039941892364417884,0.00043815260930006453,-3.873368565588569e-05,3,6
NO2,ILI,2025,1,122,2025-W35,0,0.00043637583472869363,0.00045840783941369283,-2.2032004684999196e-05,3,6
NO2,ILI,2025,1,123,2025-W36,0,0.00043992938387143543,0.00045947390415651535,-1.9544520285079913e-05,3,6
NO2,ILI,2025,1,124,2025-W37,0,0.000539428759868206,0.00046125067872788625,7.817808114031976e-05,3,6
NO2,ILI,2025,1,125,2025-W38,0,0.0004825719735843371,0.0004953647504982076,-1.27927769138705e-05,3,5
NO2,ILI,2025,1,126,2025-W39,0,0.0004953647504982076,0.000539428759868206,-4.406400936999839e-05,3,5
NO2,ILI,2025,1,127,2025-W40,0,0.0005756749611241724,0.0005173967551832068,5.82782059409656e-05,3,4
NO2,ILI,2025,1,128,2025-W41,1,0.0005920212871807847,0.0005333877263255449,5.863356085523974e-05,3,4
NO2,ILI,2025,1,129,2025-W42,0,0.0005714107021528822,0.0005355198558111901,3.589084634169216e-05,3,2
NO2,ILI,2025,1,130,2025-W43,1,0.0006204496803227191,0.0005756749611241724,4.4774719198546666e-05,3,3
NO2,ILI,2025,1,131,2025-W44,1,0.0006936527926632003,0.0007117758932911835,-1.8123100627983257e-05,3,2
NO2,ILI,2025,1,132,2025-W45,1,0.0007853343605459389,0.0007117758932911835,7.355846725475533e-05,3,2
NO2,ILI,2025,1,133,2025-W46,0,0.0008521410844294848,0.0009146835493417406,-6.254246491225579e-05,5,2
NO2,ILI,2025,1,134,2025-W47,1,0.0009615903980259324,0.001055048740480042,-9.345834245410949e-05,4,2
NO2,ILI,2025,1,135,2025-W48,1,0.0013617200314986597,0.001055048740480042,0.00030667129101861774,3,2
NO2,ILI,2025,1,136,2025-W49,1,0.0014356338536676892,0.001055048740480042,0.0003805851131876473,3,2
NO2,ILI,2025,1,137,2025-W50,1,0.0011797783153902792,0.001055048740480042,0.00012472957491023733,4,2
NO2,ILI,2025,1,139,2025-W52,1,0.0008628017318577102,0.0009200138730558532,-5.7212141198142974e-05,5,2
NO2,ILI,2026,1,140,2026-W01,1,0.0006687779486640077,0.0009200138730558532,-0.00025123592439184556,4,2
NO2,ILI,2026,1,141,2026-W02,1,0.0006403495555220732,0.0009200138730558532,-0.00027966431753378,3,2
NO2,ILI,2026,1,142,2026-W03,1,0.0005884677380380429,0.0006104997427230421,-2.2032004684999196e-05,3,2
NO2,ILI,2026,1,143,2026-W04,1,0.0006090783230659453,0.0006296889080938478,-2.061058502790254e-05,3,3
NO2,ILI,2026,1,144,2026-W05,0,0.0005820713495811076,0.0006389281358649765,-5.685678628386884e-05,3,3
NO2,ILI,2026,1,145,2026-W06,0,0.0006389281358649765,0.0006058801288374777,3.304800702749874e-05,3,4
NO2,ILI,2026,1,146,2026-W07,0,0.0006296889080938478,0.0005934427068378814,3.6246201255966406e-05,3,5
NO2,ILI,2026,1,147,2026-W08,0,0.0006502994931217503,0.0005877570282094946,6.254246491225568e-05,3,6
NO2,ILI,2026,1,148,2026-W09,0,0.0005550643760962699,0.0006115658074658647,-5.650143136959481e-05,3,6
NO2,ILI,2026,1,149,2026-W10,0,0.0005934427068378814,0.0005738981865528014,1.954452028508002e-05,3,6
NO2,ILI,2026,1,150,2026-W11,0,0.0005735428316385273,0.0005838481241524785,-1.030529251395127e-05,3,6
NO2,ILI,2026,1,151,2026-W12,0,0.0005728321218099789,0.0005738981865528014,-1.066064742822519e-06,3,6
NO2,ILI,2026,1,152,2026-W13,0,0.0005742535414670757,0.0005735428316385273,7.107098285483822e-07,3,5
NO2,ILI,2026,1,153,2026-W14,0,0.0006154747115228806,0.0005731874767242531,4.228723479862749e-05,3,4
NO2,ILI,2026,1,154,2026-W15,0,0.0005508001171249798,0.0005742535414670757,-2.3453424342095852e-05,3,3
NO2,ILI,2023,2,1,2023-W18,0,0.00045414358044240264,0.0006119211623801388,-0.00015777758193773618,3,3
NO2,ILI,2023,2,2,2023-W19,0,0.0006119211623801388,0.00046658100244199895,0.00014534015993813987,3,4
NO2,ILI,2023,2,3,2023-W20,0,0.0007213704759765864,0.00047048990649901495,0.0002508805694775715,3,5
NO2,ILI,2023,2,4,2023-W21,0,0.0004605399688993379,0.0004715559712418375,-1.1016002342499598e-05,3,6
NO2,ILI,2023,2,5,2023-W22,0,0.00047262203598466004,0.00046587029261345057,6.751743371209468e-06,3,6
NO2,ILI,2023,2,6,2023-W23,0,0.00047048990649901495,0.0004608953238136121,9.594582685402834e-06,3,6
NO2,ILI,2023,2,7,2023-W24,0,0.00046125067872788625,0.000454854290270951,6.3963884569352225e-06,3,6
NO2,ILI,2023,2,8,2023-W25,0,0.00044916861164256413,0.0004456150624998223,3.5535491427418566e-06,3,6
NO2,ILI,2023,2,9,2023-W26,0,0.00042997944627175836,0.00042713660695756494,2.84283931419342e-06,3,6
NO2,ILI,2023,2,10,2023-W27,0,0.00040510460227256574,0.0004097242161581301,-4.619613885564376e-06,3,6
NO2,ILI,2023,2,11,2023-W28,0,0.0003894689860445018,0.00041256705547232353,-2.3098069427821715e-05,3,6
NO2,ILI,2023,2,12,2023-W29,0,0.0003837833074161149,0.00041256705547232353,-2.878374805620861e-05,3,6
NO2,ILI,2023,2,13,2023-W30,0,0.0003589084634169223,0.0003972867941585338,-3.83783307416115e-05,3,6
NO2,ILI,2023,2,14,2023-W31,0,0.00042002950867208133,0.0003866261467303084,3.340336194177293e-05,3,6
NO2,ILI,2023,2,15,2023-W32,0,0.00047191132615611166,0.00040190640804409813,7.000491811201353e-05,3,6
NO2,ILI,2023,2,16,2023-W33,0,0.0003674369813595026,0.00044845790181401575,-8.102092045451313e-05,3,6
NO2,ILI,2023,2,17,2023-W34,0,0.00045201145095675755,0.0004573417746708703,-5.330323714112758e-06,3,6
NO2,ILI,2023,2,18,2023-W35,0,0.00044490435267127395,0.00047084526141328914,-2.594090874201519e-05,3,6
NO2,ILI,2023,2,19,2023-W36,0,0.0004697791966704666,0.00045201145095675755,1.7767745713709066e-05,3,5
NO2,ILI,2023,2,20,2023-W37,0,0.00048115055392724035,0.0004697791966704666,1.1371357256773735e-05,3,5
NO2,ILI,2023,2,21,2023-W38,0,0.000513843206040465,0.00047830771461304693,3.553549142741808e-05,3,5
NO2,ILI,2023,2,22,2023-W39,1,0.0004967861701553043,0.0004967861701553043,0.0,3,6
NO2,ILI,2023,2,23,2023-W40,0,0.00047830771461304693,0.000513843206040465,-3.553549142741808e-05,3,5
NO2,ILI,2023,2,24,2023-W41,0,0.0005124217863833682,0.000513843206040465,-1.4214196570967643e-06,3,5
NO2,ILI,2023,2,25,2023-W42,0,0.000513843206040465,0.0005202395944974002,-6.3963884569352225e-06,3,4
NO2,ILI,2023,2,26,2023-W43,0,0.0005280574026114322,0.0005131324962119166,1.4924906399515592e-05,3,4
NO2,ILI,2023,2,27,2023-W44,0,0.0006652243995212659,0.000513843206040465,0.00015138119348080085,3,3
NO2,ILI,2023,2,28,2023-W45,1,0.0007227918956336831,0.0005280574026114322,0.00019473449302225086,3,3
NO2,ILI,2023,2,29,2023-W46,1,0.0008898087053425479,0.000596640901066349,0.0002931678042761989,3,2
NO2,ILI,2023,2,30,2023-W47,1,0.0013304487990425317,0.000596640901066349,0.0007338078979761827,4,2
NO2,ILI,2023,2,31,2023-W48,1,0.0012586671063591472,0.0005685678628386888,0.0006900992435204584,5,3
NO2,ILI,2023,2,32,2023-W49,1,0.001508126256179622,0.0006168961311799773,0.0008912301249996448,5,2
NO2,ILI,2024,2,38,2024-W03,1,0.0006467459439790085,0.0006357299416365089,1.1016002342499544e-05,5,2
NO2,ILI,2024,2,39,2024-W04,1,0.0006488780734646536,0.0006357299416365089,1.314813182814469e-05,4,2
NO2,ILI,2024,2,40,2024-W05,1,0.0006837028550635232,0.000702892020434329,-1.9189165370805776e-05,4,3
NO2,ILI,2024,2,41,2024-W06,1,0.0006979170516344905,0.0007270561546049733,-2.91391029704828e-05,3,2
NO2,ILI,2024,2,42,2024-W07,1,0.0006417709751791699,0.0007512202887756175,-0.0001094493135964476,3,3
NO2,ILI,2024,2,43,2024-W08,0,0.000702892020434329,0.0007512202887756175,-4.832826834128847e-05,3,3
NO2,ILI,2024,2,44,2024-W09,0,0.0007512202887756175,0.000732386478319086,1.883381045653153e-05,3,4
NO2,ILI,2024,2,45,2024-W10,0,0.0007803593917461003,0.0007249240251193282,5.543536662677207e-05,3,5
NO2,ILI,2024,2,46,2024-W11,0,0.0007249240251193282,0.0007277668644335216,-2.84283931419342e-06,3,6
NO2,ILI,2024,2,47,2024-W12,0,0.0007398489315188438,0.0007203044112337638,1.954452028508002e-05,3,6
NO2,ILI,2024,2,48,2024-W13,0,0.0007156847973481995,0.0007309650586619892,-1.528026131378973e-05,3,6
NO2,ILI,2024,2,49,2024-W14,0,0.0006943635024917487,0.0007203044112337638,-2.5940908742015135e-05,3,6
NO2,ILI,2024,2,50,2024-W15,0,0.0006915206631775552,0.0007050241499199741,-1.3503486742418827e-05,3,6
NO2,ILI,2024,2,51,2024-W16,0,0.0007370060922046503,0.0006858349845491683,5.1171107655482e-05,3,6
NO2,ILI,2024,2,52,2024-W17,0,0.0006801493059207814,0.0006808600157493298,-7.107098285483822e-07,3,6
NO2,ILI,2024,2,53,2024-W18,0,0.0006282674884367511,0.0006751743371209429,-4.690684868419181e-05,3,6
NO2,ILI,2024,2,54,2024-W19,0,0.0006701993683211044,0.0006570512364929596,1.3148131828144799e-05,3,6
NO2,ILI,2024,2,55,2024-W20,0,0.0006481673636361052,0.0006670011740926368,-1.883381045653153e-05,3,6
NO2,ILI,2024,2,56,2024-W21,0,0.0006502994931217503,0.0006670011740926368,-1.6701680970886493e-05,3,6
NO2,ILI,2024,2,57,2024-W22,0,0.0006638029798641691,0.0006602494307214274,3.553549142741694e-06,3,6
NO2,ILI,2024,2,58,2024-W23,0,0.0006801493059207814,0.0006570512364929596,2.3098069427821824e-05,3,6
NO2,ILI,2024,2,59,2024-W24,0,0.0007021813106057806,0.0006701993683211043,3.198194228467633e-05,3,6
NO2,ILI,2024,2,60,2024-W25,0,0.0006417709751791699,0.0006783725313494105,-3.660155617024065e-05,3,6
NO2,ILI,2024,2,61,2024-W26,0,0.0006929420828346519,0.0006709100781496528,2.2032004684999088e-05,3,6
NO2,ILI,2024,2,62,2024-W27,0,0.0006765957567780396,0.0006534976873502178,2.3098069427821824e-05,3,6
NO2,ILI,2024,2,63,2024-W28,0,0.0006652243995212659,0.0006353745867222347,2.9849812799031183e-05,3,6
NO2,ILI,2024,2,64,2024-W29,0,0.0006289781982652994,0.000616185421351429,1.2792776913870445e-05,3,6
NO2,ILI,2024,2,65,2024-W30,0,0.000521661014154497,0.000604458709180381,-8.279769502588397e-05,3,6
NO2,ILI,2024,2,66,2024-W31,0,0.0005429823090109478,0.0005735428316385273,-3.056052262757946e-05,3,6
NO2,ILI,2024,2,67,2024-W32,0,0.000567146443181592,0.0005323216615827224,3.482478159886964e-05,3,6
NO2,ILI,2024,2,68,2024-W33,0,0.0005799392200954625,0.0005269913378686097,5.294788222685279e-05,3,6
NO2,ILI,2024,2,69,2024-W34,0,0.000506025397926433,0.0005550643760962699,-4.903897816983685e-05,3,6
NO2,ILI,2024,2,70,2024-W35,0,0.00046338280821353134,0.0005735428316385273,-0.00011016002342499593,3,6
NO2,ILI,2024,2,71,2024-W36,0,0.0005323216615827224,0.0005952194814092522,-6.289781982652981e-05,3,6
NO2,ILI,2024,2,72,2024-W37,0,0.0006289781982652994,0.0005703446374100597,5.863356085523974e-05,3,6
NO2,ILI,2024,2,73,2024-W38,0,0.0006104997427230421,0.0006186729057513483,-8.173163028306232e-06,3,6
NO2,ILI,2024,2,74,2024-W39,0,0.0006574065914072339,0.0006197389704941708,3.766762091306306e-05,3,6
NO2,ILI,2024,2,75,2024-W40,0,0.000608367613237397,0.0006303996179223962,-2.2032004684999196e-05,3,6
NO2,ILI,2024,2,76,2024-W41,0,0.0006318210375794929,0.000633953167065138,-2.1321294856451465e-06,3,6
NO2,ILI,2024,2,77,2024-W42,0,0.0006900992435204585,0.0006318210375794929,5.82782059409656e-05,3,5
NO2,ILI,2024,2,78,2024-W43,0,0.0006104997427230421,0.0006588280110643306,-4.832826834128858e-05,3,4
NO2,ILI,2024,2,79,2024-W44,0,0.0006858349845491683,0.0006609601405499757,2.4874843999192616e-05,3,4
NO2,ILI,2024,2,80,2024-W45,1,0.0006822814354064265,0.0006879671140348133,-5.68567862838684e-06,3,4
NO2,ILI,2024,2,81,2024-W46,1,0.0007021813106057806,0.0006858349845491683,1.6346326056612356e-05,3,3
NO2,ILI,2024,2,82,2024-W47,0,0.0007476667396328757,0.0006481673636361052,9.949937599677047e-05,4,2
NO2,ILI,2024,2,83,2024-W48,1,0.0008386375976870659,0.000716750862091022,0.00012188673559604391,4,2
NO2,ILI,2024,2,84,2024-W49,1,0.0008748837989430323,0.0010205793137954464,-0.0001456955148524141,4,2
NO2,ILI,2024,2,85,2024-W50,1,0.00133115950887108,0.0010205793137954464,0.00031058019507563357,3,2
NO2,ILI,2024,2,86,2024-W51,1,0.0011840425743615693,0.0010205793137954464,0.0001634632605661229,4,2
NO2,ILI,2024,2,87,2024-W52,1,0.0010774361000793153,0.001163787344247941,-8.635124416862578e-05,4,2
NO2,ILI,2025,2,88,2025-W01,0,0.001293491887958017,0.0009583922037974648,0.00033509968416055216,5,2
NO2,ILI,2025,2,89,2025-W02,1,0.0012607992358447924,0.001163787344247941,9.70118915968514e-05,3,2
NO2,ILI,2025,2,90,2025-W03,1,0.001104443073564153,0.0010340828005378651,7.036027302628777e-05,3,3
NO2,ILI,2025,2,91,2025-W04,0,0.0010340828005378651,0.0008827016070570643,0.00015138119348080085,3,3
NO2,ILI,2025,2,92,2025-W05,1,0.0008962050937994832,0.0008827016070570643,1.3503486742418936e-05,3,3
NO2,ILI,2025,2,93,2025-W06,0,0.0008827016070570643,0.0008994032880279508,-1.6701680970886493e-05,3,2
NO2,ILI,2025,2,94,2025-W07,0,0.0007647237755180364,0.0008827016070570643,-0.00011797783153902786,3,3
NO2,ILI,2025,2,96,2025-W09,1,0.0006645136896927175,0.0006588280110643306,5.68567862838684e-06,3,5
NO2,ILI,2025,2,97,2025-W10,0,0.0006211603901512675,0.000651720912778847,-3.0560522627579565e-05,3,4
NO2,ILI,2025,2,98,2025-W11,0,0.0006588280110643306,0.0006240032294654609,3.482478159886975e-05,3,4
NO2,ILI,2025,2,99,2025-W12,0,0.0006446138144933634,0.0006268460687796544,1.7767745713709012e-05,3,5
NO2,ILI,2025,2,100,2025-W13,0,0.0006268460687796544,0.0006335978121508638,-6.751743371209359e-06,3,6
NO2,ILI,2025,2,101,2025-W14,0,0.0005962855461520748,0.0006357299416365089,-3.944439548443407e-05,3,6
NO2,ILI,2025,2,102,2025-W15,0,0.0007149740875196511,0.0006094336779802195,0.00010554040953943155,3,6
NO2,ILI,2025,2,103,2025-W16,0,0.0006225818098083642,0.0005667910882673178,5.579072154104643e-05,3,6
NO2,ILI,2025,2,104,2025-W17,0,0.0004889683620412724,0.0006094336779802195,-0.00012046531593894714,3,6
NO2,ILI,2025,2,105,2025-W18,0,0.0005102896568977232,0.00059841767563772,-8.812801873999679e-05,3,6
NO2,ILI,2025,2,106,2025-W19,0,0.0005372966303825609,0.0005817159946668335,-4.441936428427264e-05,3,6
NO2,ILI,2025,2,107,2025-W20,0,0.0006502994931217503,0.000547246567982238,0.00010305292513951227,3,6
NO2,ILI,2025,2,108,2025-W21,0,0.0005742535414670757,0.000547246567982238,2.7006973484837654e-05,3,6
NO2,ILI,2025,2,109,2025-W22,0,0.0005891784478665912,0.000547246567982238,4.1931879884353246e-05,3,6
NO2,ILI,2025,2,110,2025-W23,0,0.000557196505581915,0.0005557750859248183,1.4214196570967643e-06,3,6
NO2,ILI,2025,2,111,2025-W24,0,0.0005259252731257871,0.000547246567982238,-2.1321294856450923e-05,3,6
NO2,ILI,2025,2,112,2025-W25,0,0.0005372966303825609,0.0005028272036979654,3.4469426684595504e-05,3,6
NO2,ILI,2025,2,113,2025-W26,0,0.00047972913427014364,0.0004985629447266752,-1.883381045653153e-05,3,6
NO2,ILI,2025,2,114,2025-W27,0,0.00047120061632756333,0.00046658100244199895,4.619613885564376e-06,3,6
NO2,ILI,2025,2,115,2025-W28,0,0.0004534328706138543,0.0004740434556417568,-2.0610585027902486e-05,3,6
NO2,ILI,2025,2,116,2025-W29,0,0.0004441936428427256,0.0004623167434707088,-1.8123100627983203e-05,3,6
NO2,ILI,2025,2,117,2025-W30,0,0.00038733685655885673,0.00044881325672828994,-6.147640016943321e-05,3,6
NO2,ILI,2025,2,118,2025-W31,0,0.0004768862949559502,0.00043104551101458093,4.5840783941369294e-05,3,6
NO2,ILI,2025,2,119,2025-W32,0,0.0004257151873004682,0.00043815260930006453,-1.2437421999596308e-05,3,6
NO2,ILI,2025,2,120,2025-W33,0,0.00039941892364417884,0.00043815260930006453,-3.873368565588569e-05,3,6
NO2,ILI,2025,2,121,2025-W34,0,0.00043637583472869363,0.00045840783941369283,-2.2032004684999196e-05,3,6
NO2,ILI,2025,2,122,2025-W35,0,0.00043992938387143543,0.00045947390415651535,-1.9544520285079913e-05,3,6
NO2,ILI,2025,2,123,2025-W36,0,0.000539428759868206,0.00046125067872788625,7.817808114031976e-05,3,6
NO2,ILI,2025,2,124,2025-W37,0,0.0004825719735843371,0.0005173967551832068,-3.4824781598869696e-05,3,6
NO2,ILI,2025,2,125,2025-W38,0,0.0004953647504982076,0.000539428759868206,-4.406400936999839e-05,3,5
NO2,ILI,2025,2,126,2025-W39,0,0.0005756749611241724,0.000539428759868206,3.6246201255966406e-05,3,5
NO2,ILI,2025,2,127,2025-W40,0,0.0005920212871807847,0.0005355198558111901,5.650143136959459e-05,3,4
NO2,ILI,2025,2,128,2025-W41,1,0.0005714107021528822,0.0005838481241524785,-1.2437421999596308e-05,3,4
NO2,ILI,2025,2,129,2025-W42,0,0.0006204496803227191,0.0005838481241524785,3.660155617024054e-05,3,2
NO2,ILI,2025,2,130,2025-W43,1,0.0006936527926632003,0.0006204496803227191,7.32031123404812e-05,3,3
NO2,ILI,2025,2,131,2025-W44,1,0.0007853343605459389,0.0007910200391743258,-5.685678628386949e-06,3,2
NO2,ILI,2025,2,132,2025-W45,1,0.0008521410844294848,0.0007910200391743258,6.112104525515902e-05,3,2
NO2,ILI,2025,2,133,2025-W46,0,0.0009615903980259324,0.0007416257060902146,0.00021996469193571783,5,2
NO2,ILI,2025,2,134,2025-W47,1,0.0013617200314986597,0.0009121960649418213,0.0004495239665568383,4,2
NO2,ILI,2025,2,135,2025-W48,1,0.0014356338536676892,0.0009121960649418213,0.0005234377887258679,3,2
NO2,ILI,2025,2,136,2025-W49,1,0.0011797783153902792,0.0009121960649418213,0.0002675822504484579,3,2
NO2,ILI,2025,2,137,2025-W50,1,0.001257956396530599,0.0009121960649418213,0.00034576033158877756,4,2
NO2,ILI,2025,2,139,2025-W52,1,0.0006687779486640077,0.0007508649338613434,-8.20869851973357e-05,5,2
NO2,ILI,2026,2,140,2026-W01,1,0.0006403495555220732,0.0007508649338613434,-0.00011051537833927012,4,2
NO2,ILI,2026,2,141,2026-W02,1,0.0005884677380380429,0.0007508649338613434,-0.0001623971958233005,3,2
NO2,ILI,2026,2,142,2026-W03,1,0.0006090783230659453,0.0006343085219794122,-2.5230198913466862e-05,3,2
NO2,ILI,2026,2,143,2026-W04,1,0.0005820713495811076,0.0006389281358649765,-5.685678628386884e-05,3,3
NO2,ILI,2026,2,144,2026-W05,0,0.0006389281358649765,0.0006296889080938478,9.239227771128643e-06,3,3
NO2,ILI,2026,2,145,2026-W06,0,0.0006296889080938478,0.000616185421351429,1.3503486742418827e-05,3,4
NO2,ILI,2026,2,146,2026-W07,0,0.0006502994931217503,0.0005934427068378814,5.685678628386884e-05,3,5
NO2,ILI,2026,2,147,2026-W08,0,0.0005550643760962699,0.0006115658074658647,-5.650143136959481e-05,3,6
NO2,ILI,2026,2,148,2026-W09,0,0.0005934427068378814,0.0005738981865528014,1.954452028508002e-05,3,6
NO2,ILI,2026,2,149,2026-W10,0,0.0005735428316385273,0.0005838481241524785,-1.030529251395127e-05,3,6
NO2,ILI,2026,2,150,2026-W11,0,0.0005728321218099789,0.0005738981865528014,-1.066064742822519e-06,3,6
NO2,ILI,2026,2,151,2026-W12,0,0.0005742535414670757,0.0005735428316385273,7.107098285483822e-07,3,5
NO2,ILI,2026,2,152,2026-W13,0,0.0006154747115228806,0.0005731874767242531,4.228723479862749e-05,3,4
NO2,ILI,2026,2,153,2026-W14,0,0.0005508001171249798,0.0005742535414670757,-2.3453424342095852e-05,3,3
NO2,pneumonia,2023,0,1,2023-W18,0,0.00021321294856450828,0.0001691489391945099,4.4064009369998365e-05,3,3
NO2,pneumonia,2023,0,2,2023-W19,0,0.00017057035885160662,0.0001783881669656386,-7.817808114031987e-06,3,4
NO2,pneumonia,2023,0,3,2023-W20,0,0.0001563561622806394,0.00017057035885160662,-1.421419657096721e-05,3,5
NO2,pneumonia,2023,0,4,2023-W21,0,0.0001691489391945099,0.00016346326056612302,5.685678628386895e-06,3,6
NO2,pneumonia,2023,0,5,2023-W22,0,0.0001876273947367673,0.0001549347426235427,3.26926521132246e-05,3,6
NO2,pneumonia,2023,0,6,2023-W23,0,0.00015351332296644596,0.0001510258385665267,2.4874843999192562e-06,3,6
NO2,pneumonia,2023,0,7,2023-W24,0,0.00014143125588112382,0.00014960441890943,-8.173163028306178e-06,3,6
NO2,pneumonia,2023,0,8,2023-W25,0,0.00012508492982451152,0.0001435633853667689,-1.8478455542257394e-05,3,6
NO2,pneumonia,2023,0,9,2023-W26,0,0.000145695514852414,0.0001275724142244308,1.8123100627983203e-05,3,6
NO2,pneumonia,2023,0,10,2023-W27,0,0.00011726712171047956,0.0001275724142244308,-1.0305292513951243e-05,3,6
NO2,pneumonia,2023,0,11,2023-W28,0,0.00013005989862435006,0.00011868854136757628,1.1371357256773776e-05,3,6
NO2,pneumonia,2023,0,12,2023-W29,0,0.000120109961024673,0.0001236635101674148,-3.5535491427418023e-06,3,6
NO2,pneumonia,2023,0,13,2023-W30,0,0.00011300286273918939,0.00012508492982451152,-1.208206708532213e-05,3,6
NO2,pneumonia,2023,0,14,2023-W31,0,0.00010234221531096398,0.00013396880268136602,-3.1626587370402044e-05,3,6
NO2,pneumonia,2023,0,15,2023-W32,0,0.00013787770673838202,0.0001293491887958017,8.528517942580315e-06,3,6
NO2,pneumonia,2023,0,16,2023-W33,0,0.000145695514852414,0.0001382330616526562,7.462453199757796e-06,3,6
NO2,pneumonia,2023,0,17,2023-W34,0,0.0001876273947367673,0.0001421419657096722,4.54854290270951e-05,3,6
NO2,pneumonia,2023,0,18,2023-W35,0,0.0001385884165669304,0.0001588436466805587,-2.0255230113628295e-05,3,6
NO2,pneumonia,2023,0,19,2023-W36,0,0.0001549347426235427,0.00016275255073757466,-7.81780811403196e-06,3,5
NO2,pneumonia,2023,0,20,2023-W37,0,0.00016275255073757466,0.00016772751953741317,-4.9749687998385124e-06,3,5
NO2,pneumonia,2023,0,21,2023-W38,0,0.00016772751953741317,0.00016275255073757466,4.9749687998385124e-06,3,5
NO2,pneumonia,2023,0,22,2023-W39,1,0.00018336313576547712,0.00017447926290862261,8.883872856854506e-06,3,6
NO2,pneumonia,2023,0,23,2023-W40,0,0.0002004201716506378,0.00018123100627983206,1.918916537080575e-05,3,5
NO2,pneumonia,2023,0,24,2023-W41,0,0.00019615591267934762,0.0002004201716506378,-4.2642589712901845e-06,3,5
NO2,pneumonia,2023,0,25,2023-W42,0,0.00018123100627983206,0.0002021969462220087,-2.096593994217665e-05,3,4
NO2,pneumonia,2023,0,26,2023-W43,0,0.0002039737207933796,0.0001982880421649927,5.685678628386895e-06,3,4
NO2,pneumonia,2023,0,27,2023-W44,0,0.00021037010925031486,0.00019615591267934762,1.4214196570967237e-05,3,3
NO2,pneumonia,2023,0,28,2023-W45,1,0.00021534507805015337,0.0002039737207933796,1.1371357256773762e-05,3,3
NO2,pneumonia,2023,0,29,2023-W46,1,0.0002473270203348296,0.00020717191502184722,4.01551053129824e-05,3,2
NO2,pneumonia,2023,0,30,2023-W47,1,0.0002821518019336993,0.00020717191502184722,7.49798869118521e-05,4,2
NO2,pneumonia,2023,0,31,2023-W48,1,0.0003134230343898272,0.00021037010925031486,0.00010305292513951235,5,3
NO2,pneumonia,2023,0,32,2023-W49,1,0.00040297247278692065,0.0002949445788475698,0.00010802789393935083,5,2
NO2,pneumonia,2024,0,38,2024-W03,1,0.0002203200468499919,0.0002967213534189407,-7.64013065689488e-05,5,2
NO2,pneumonia,2024,0,39,2024-W04,1,0.00024093063187789437,0.0002967213534189407,-5.5790721541046346e-05,4,2
NO2,pneumonia,2024,0,40,2024-W05,1,0.0002601197972487001,0.00024874843999192633,1.137135725677379e-05,4,3
NO2,pneumonia,2024,0,41,2024-W06,1,0.0002473270203348296,0.0002313360491924915,1.599097114233811e-05,3,2
NO2,pneumonia,2024,0,42,2024-W07,1,0.00023169140410676567,0.00024874843999192633,-1.7057035885160657e-05,3,3
NO2,pneumonia,2024,0,43,2024-W08,0,0.00021392365839305666,0.0002544341186203132,-4.051046022725656e-05,3,3
NO2,pneumonia,2024,0,44,2024-W09,0,0.00024874843999192633,0.00026509476604853863,-1.63463260566123e-05,3,4
NO2,pneumonia,2024,0,45,2024-W10,0,0.0002544341186203132,0.0002729125741625706,-1.8478455542257394e-05,3,5
NO2,pneumonia,2024,0,46,2024-W11,0,0.00027575541347676404,0.0002615412169057968,1.421419657096721e-05,3,6
NO2,pneumonia,2024,0,47,2024-W12,0,0.0002800196724480542,0.0002707804446769255,9.239227771128697e-06,3,6
NO2,pneumonia,2024,0,48,2024-W13,0,0.0002729125741625706,0.00027220186433402223,7.107098285483822e-07,3,6
NO2,pneumonia,2024,0,49,2024-W14,0,0.00026864831519128043,0.0002743339938196673,-5.685678628386895e-06,3,6
NO2,pneumonia,2024,0,50,2024-W15,0,0.0002857053510764411,0.0002707804446769255,1.4924906399515592e-05,3,6
NO2,pneumonia,2024,0,51,2024-W16,0,0.0002622519267343452,0.0002761107683910382,-1.3858841656693018e-05,3,6
NO2,pneumonia,2024,0,52,2024-W17,0,0.00026296263656289354,0.00027397863890539313,-1.1016002342499598e-05,3,6
NO2,pneumonia,2024,0,53,2024-W18,0,0.0002857053510764411,0.0002672268955341837,1.8478455542257394e-05,3,6
NO2,pneumonia,2024,0,54,2024-W19,0,0.00027930896261950584,0.0002672268955341837,1.2082067085322117e-05,3,6
NO2,pneumonia,2024,0,55,2024-W20,0,0.0002643840562199903,0.00028108573719087674,-1.670168097088644e-05,3,6
NO2,pneumonia,2024,0,56,2024-W21,0,0.00027006973484837714,0.00028108573719087674,-1.1016002342499598e-05,3,6
NO2,pneumonia,2024,0,57,2024-W22,0,0.00028286251176224764,0.00027753218804813494,5.3303237141127035e-06,3,6
NO2,pneumonia,2024,0,58,2024-W23,0,0.00028286251176224764,0.00027930896261950584,3.5535491427418023e-06,3,6
NO2,pneumonia,2024,0,59,2024-W24,0,0.00027575541347676404,0.000283573221590796,-7.817808114031987e-06,3,6
