year_week,week_index,year,pollutant,value,threshold_pc75,distance_from_thr,exposed,weight
2024-W28,63,2024,PM2.5,10.571428571428571,21.31,-10.738214285714287,0,0.01
2024-W29,64,2024,PM2.5,11.618571428571428,21.31,-9.69107142857143,0,0.01
2024-W30,65,2024,PM2.5,12.858571428571429,21.31,-8.45107142857143,0,0.01
2024-W31,66,2024,PM2.5,11.524285714285714,21.31,-9.785357142857144,0,0.01
2024-W32,67,2024,PM2.5,13.904285714285717,21.31,-7.405357142857142,0,0.01
2024-W33,68,2024,PM2.5,9.857142857142858,21.31,-11.4525,0,0.01
2024-W34,69,2024,PM2.5,12.382857142857144,21.31,-8.926785714285714,0,0.01
2024-W35,70,2024,PM2.5,14.69,21.31,-6.619642857142859,0,0.01
2024-W36,71,2024,PM2.5,7.905714285714287,21.31,-13.403928571428573,0,0.01
2024-W37,72,2024,PM2.5,5.738571428571428,21.31,-15.571071428571429,0,0.01
2024-W38,73,2024,PM2.5,12.691428571428572,21.31,-8.618214285714286,0,0.01
2024-W39,74,2024,PM2.5,8.237142857142857,21.31,-13.072500000000002,0,0.01
2024-W40,75,2024,PM2.5,10.285714285714286,21.31,-11.023928571428572,0,0.01
2024-W41,76,2024,PM2.5,15.167142857142858,21.31,-6.1425,0,0.01
2024-W42,77,2024,PM2.5,14.905714285714286,21.31,-6.4039285714285725,0,0.01
2024-W43,78,2024,PM2.5,19.57,21.31,-1.739642857142858,0,0.01
2024-W44,79,2024,PM2.5,27.90571428571428,21.31,6.59607142857142,1,0.5116832635003665
2024-W45,80,2024,PM2.5,35.09571428571429,21.31,13.786071428571429,1,0.6797655561404901
2024-W46,81,2024,PM2.5,42.75999999999999,21.31,21.450357142857133,1,0.7851543604239025
2024-W47,82,2024,PM2.5,19.57,21.31,-1.739642857142858,0,0.01
2024-W48,83,2024,PM2.5,34.76142857142857,21.31,13.451785714285709,1,0.6739947903897519
2024-W49,84,2024,PM2.5,30.23857142857143,21.31,8.928928571428571,1,0.5792693791825005
2024-W50,85,2024,PM2.5,39.42714285714286,21.31,18.117500000000003,1,0.7446002810605943
2024-W51,86,2024,PM2.5,19.047142857142852,21.31,-2.2625000000000064,0,0.01
2024-W52,87,2024,PM2.5,66.52571428571427,21.31,45.21607142857141,1,0.9673601303917324
2025-W01,88,2025,PM2.5,25.66571428571428,23.619,2.047142857142852,1,0.3567672326540762
2025-W02,89,2025,PM2.5,27.90285714285714,23.619,4.284285714285712,1,0.5330474232446987
2025-W03,90,2025,PM2.5,23.19,23.619,-0.42857142857142705,0,0.01
2025-W04,91,2025,PM2.5,19.00142857142857,23.619,-4.617142857142859,0,0.01
2025-W05,92,2025,PM2.5,30.19,23.619,6.571428571428573,1,0.6482052042668252
2025-W06,93,2025,PM2.5,23.857142857142858,23.619,0.23857142857142932,1,0.06850936295918826
2025-W07,94,2025,PM2.5,30.715714285714284,23.619,7.097142857142856,1,0.6697000096668817
2025-W09,96,2025,PM2.5,28.287142857142857,23.619,4.668571428571429,1,0.5555252959908651
2025-W10,97,2025,PM2.5,21.33428571428572,23.619,-2.2842857142857085,0,0.01
2025-W11,98,2025,PM2.5,16.667142857142856,23.619,-6.951428571428572,0,0.01
2025-W12,99,2025,PM2.5,16.62,23.619,-6.998571428571427,0,0.01
2025-W13,100,2025,PM2.5,11.95142857142857,23.619,-11.667142857142858,0,0.01
2025-W14,101,2025,PM2.5,17.572857142857142,23.619,-6.045714285714286,0,0.01
2025-W15,102,2025,PM2.5,9.858571428571429,23.619,-13.76,0,0.01
2025-W16,103,2025,PM2.5,8.381428571428572,23.619,-15.237142857142857,0,0.01
2025-W17,104,2025,PM2.5,11.69142857142857,23.619,-11.927142857142858,0,0.01
2025-W18,105,2025,PM2.5,8.522857142857143,23.619,-15.095714285714285,0,0.01
2025-W19,106,2025,PM2.5,9.667142857142858,23.619,-13.95142857142857,0,0.01
2025-W20,107,2025,PM2.5,8.19,23.619,-15.428571428571429,0,0.01
2025-W21,108,2025,PM2.5,8.902857142857142,23.619,-14.715714285714286,0,0.01
2025-W22,109,2025,PM2.5,11.905714285714286,23.619,-11.712857142857143,0,0.01
2025-W23,110,2025,PM2.5,22.547142857142852,23.619,-1.0714285714285765,0,0.01
2025-W24,111,2025,PM2.5,16.405714285714286,23.619,-7.212857142857143,0,0.01
2025-W25,112,2025,PM2.5,12.475714285714286,23.619,-11.142857142857142,0,0.01
2025-W26,113,2025,PM2.5,13.144285714285717,23.619,-10.474285714285712,0,0.01
2025-W27,114,2025,PM2.5,8.95142857142857,23.619,-14.667142857142858,0,0.01
2025-W28,115,2025,PM2.5,11.38,23.619,-12.238571428571428,0,0.01
2025-W29,116,2025,PM2.5,10.23857142857143,23.619,-13.379999999999999,0,0.01
2025-W30,117,2025,PM2.5,9.237142857142857,23.619,-14.381428571428572,0,0.01
2025-W31,118,2025,PM2.5,8.95142857142857,23.619,-14.667142857142858,0,0.01
2025-W32,119,2025,PM2.5,19.76142857142857,23.619,-3.8571428571428577,0,0.01
2025-W33,120,2025,PM2.5,10.76142857142857,23.619,-12.857142857142858,0,0.01
2025-W34,121,2025,PM2.5,11.524285714285714,23.619,-12.094285714285714,0,0.01
2025-W35,122,2025,PM2.5,8.62,23.619,-14.998571428571429,0,0.01
2025-W36,123,2025,PM2.5,13.047142857142855,23.619,-10.571428571428573,0,0.01
2025-W37,124,2025,PM2.5,11.855714285714283,23.619,-11.762857142857145,0,0.01
2025-W38,125,2025,PM2.5,13.81,23.619,-9.808571428571428,0,0.01
2025-W39,126,2025,PM2.5,10.975714285714286,23.619,-12.642857142857142,0,0.01
2025-W40,127,2025,PM2.5,28.191428571428577,23.619,4.572857142857149,1,0.5500725427423675
2025-W41,128,2025,PM2.5,33.38,23.619,9.761428571428574,1,0.7607828980327569
2025-W42,129,2025,PM2.5,23.38,23.619,-0.23857142857142932,0,0.01
2025-W43,130,2025,PM2.5,17.284285714285712,23.619,-6.334285714285716,0,0.01
2025-W44,131,2025,PM2.5,22.28428571428572,23.619,-1.3342857142857092,0,0.01
2025-W45,132,2025,PM2.5,40.75999999999999,23.619,17.141428571428563,1,0.9280004322252291
2025-W46,133,2025,PM2.5,20.47714285714286,23.619,-3.1414285714285697,0,0.01
2025-W47,134,2025,PM2.5,21.38,23.619,-2.2385714285714293,0,0.01
2025-W48,135,2025,PM2.5,34.714285714285715,23.619,11.095714285714287,1,0.7982086920231835
2025-W49,136,2025,PM2.5,38.14142857142856,23.619,14.522857142857134,1,0.8780863240743602
2025-W50,137,2025,PM2.5,31.81,23.619,8.19142857142857,1,0.7102884809149047
2025-W51,138,2025,PM2.5,20.5,23.619,-3.1185714285714283,0,0.01
2025-W52,139,2025,PM2.5,45.33428571428571,23.619,21.715714285714284,1,1.0
2026-W01,140,2026,PM2.5,51.33428571428571,35.203,16.131071428571424,1,1.0
2026-W02,141,2026,PM2.5,34.52428571428572,35.203,-0.6789285714285711,0,0.01
2026-W03,142,2026,PM2.5,41.38,35.203,6.176785714285714,1,0.6937434869882426
2026-W04,143,2026,PM2.5,33.715714285714284,35.203,-1.4875000000000043,0,0.01
2026-W05,144,2026,PM2.5,28.57,35.203,-6.633214285714288,0,0.01
2026-W06,145,2026,PM2.5,24.142857142857142,35.203,-11.060357142857146,0,0.01
2026-W07,146,2026,PM2.5,19.52285714285714,35.203,-15.680357142857147,0,0.01
2026-W08,147,2026,PM2.5,17.665714285714284,35.203,-17.537500000000005,0,0.01
2026-W09,148,2026,PM2.5,37.24,35.203,2.0367857142857133,1,0.3910035647308643
2026-W10,149,2026,PM2.5,39.951428571428565,35.203,4.748214285714276,1,0.615612316201696
2026-W11,150,2026,PM2.5,31.5,35.203,-3.7032142857142887,0,0.01
2026-W12,151,2026,PM2.5,13.81,35.203,-21.393214285714286,0,0.01
2026-W13,152,2026,PM2.5,13.595714285714283,35.203,-21.607500000000005,0,0.01
2026-W14,153,2026,PM2.5,10.429999999999998,35.203,-24.77321428571429,0,0.01
2026-W15,154,2026,PM2.5,12.855714285714283,35.203,-22.347500000000004,0,0.01
2026-W16,155,2026,PM2.5,16.237142857142857,35.203,-18.966071428571432,0,0.01
2023-W18,1,2023,PM10,18.857142857142858,30.214,-11.357142857142858,0,0.01
2023-W19,2,2023,PM10,11.392857142857142,30.214,-18.821428571428573,0,0.01
2023-W20,3,2023,PM10,17.071428571428573,30.214,-13.142857142857142,0,0.01
2023-W21,4,2023,PM10,21.392857142857142,30.214,-8.821428571428573,0,0.01
2023-W22,5,2023,PM10,18.321428571428573,30.214,-11.892857142857142,0,0.01
2023-W23,6,2023,PM10,17.69,30.214,-12.524285714285714,0,0.01
2023-W24,7,2023,PM10,21.38142857142857,30.214,-8.832857142857144,0,0.01
2023-W25,8,2023,PM10,26.785714285714285,30.214,-3.4285714285714306,0,0.01
2023-W26,9,2023,PM10,21.702857142857145,30.214,-8.51142857142857,0,0.01
2023-W27,10,2023,PM10,22.428571428571427,30.214,-7.785714285714288,0,0.01
