year_week,week_index,year,respiratory_disease_count,respiratory_disease_inc,respiratory_disease_inc_lag0,respiratory_disease_inc_lag1,respiratory_disease_inc_lag2,ILI_count,ILI_inc,ILI_inc_lag0,ILI_inc_lag1,ILI_inc_lag2,pneumonia_count,pneumonia_inc,pneumonia_inc_lag0,pneumonia_inc_lag1,pneumonia_inc_lag2
2024-W29,64,2024,2351,0.0016708788069171967,0.0016708788069171967,0.0016602181594889713,0.0016239719582330048,952,0.0006765957567780396,0.0006765957567780396,0.0006652243995212659,0.0006289781982652994,439,0.00031200161473273044,0.00031200161473273044,0.0002878374805620862,0.00033545503907482635
2024-W30,65,2024,2336,0.0016602181594889713,0.0016602181594889713,0.0016239719582330048,0.0013666950002984982,936,0.0006652243995212659,0.0006652243995212659,0.0006289781982652994,0.000521661014154497,405,0.0002878374805620862,0.0002878374805620862,0.00033545503907482635,0.0002807303822766026
2024-W31,66,2024,2285,0.0016239719582330048,0.0016239719582330048,0.0013666950002984982,0.001451269469895753,885,0.0006289781982652994,0.0006289781982652994,0.000521661014154497,0.0005429823090109478,472,0.00033545503907482635,0.00033545503907482635,0.0002807303822766026,0.0002729125741625706
2024-W32,67,2024,1923,0.0013666950002984982,0.0013666950002984982,0.001451269469895753,0.0014370552733247858,734,0.000521661014154497,0.000521661014154497,0.0005429823090109478,0.000567146443181592,395,0.0002807303822766026,0.0002807303822766026,0.0002729125741625706,0.00027575541347676404
2024-W33,68,2024,2042,0.001451269469895753,0.001451269469895753,0.0014370552733247858,0.0015621402031492974,764,0.0005429823090109478,0.0005429823090109478,0.000567146443181592,0.0005799392200954625,384,0.0002729125741625706,0.0002729125741625706,0.00027575541347676404,0.0002771768331338608
2024-W34,69,2024,2022,0.0014370552733247858,0.0014370552733247858,0.0015621402031492974,0.0014342124340105925,798,0.000567146443181592,0.000567146443181592,0.0005799392200954625,0.000506025397926433,388,0.00027575541347676404,0.00027575541347676404,0.0002771768331338608,0.00026296263656289354
2024-W35,70,2024,2198,0.0015621402031492974,0.0015621402031492974,0.0014342124340105925,0.001459087278009785,816,0.0005799392200954625,0.0005799392200954625,0.000506025397926433,0.00046338280821353134,390,0.0002771768331338608,0.0002771768331338608,0.00026296263656289354,0.00024874843999192633
2024-W36,71,2024,2018,0.0014342124340105925,0.0014342124340105925,0.001459087278009785,0.0017014393295447761,712,0.000506025397926433,0.000506025397926433,0.00046338280821353134,0.0005323216615827224,370,0.00026296263656289354,0.00026296263656289354,0.00024874843999192633,0.0002444841810206362
2024-W37,72,2024,2053,0.001459087278009785,0.001459087278009785,0.0017014393295447761,0.0020660334715900852,652,0.00046338280821353134,0.00046338280821353134,0.0005323216615827224,0.0006289781982652994,350,0.00024874843999192633,0.00024874843999192633,0.0002444841810206362,0.00031058019507563373
2024-W38,73,2024,2394,0.0017014393295447761,0.0017014393295447761,0.0020660334715900852,0.0020049124263349263,749,0.0005323216615827224,0.0005323216615827224,0.0006289781982652994,0.0006104997427230421,344,0.0002444841810206362,0.0002444841810206362,0.00031058019507563373,0.00027788754296240913
2024-W39,74,2024,2907,0.0020660334715900852,0.0020660334715900852,0.0020049124263349263,0.0019963839083923457,885,0.0006289781982652994,0.0006289781982652994,0.0006104997427230421,0.0006574065914072339,437,0.00031058019507563373,0.00031058019507563373,0.00027788754296240913,0.0003034730967901501
2024-W40,75,2024,2821,0.0020049124263349263,0.0020049124263349263,0.0019963839083923457,0.0019970946182208942,859,0.0006104997427230421,0.0006104997427230421,0.0006574065914072339,0.000608367613237397,391,0.00027788754296240913,0.00027788754296240913,0.0003034730967901501,0.0002878374805620862
2024-W41,76,2024,2809,0.0019963839083923457,0.0019963839083923457,0.0019970946182208942,0.0019544520285079926,925,0.0006574065914072339,0.0006574065914072339,0.000608367613237397,0.0006318210375794929,427,0.0003034730967901501,0.0003034730967901501,0.0002878374805620862,0.00027930896261950584
2024-W42,77,2024,2810,0.0019970946182208942,0.0019970946182208942,0.0019544520285079926,0.002024101591705732,856,0.000608367613237397,0.000608367613237397,0.0006318210375794929,0.0006900992435204585,405,0.0002878374805620862,0.0002878374805620862,0.00027930896261950584,0.00034682639633160014
2024-W43,78,2024,2750,0.0019544520285079926,0.0019544520285079926,0.002024101591705732,0.0018620597507967057,889,0.0006318210375794929,0.0006318210375794929,0.0006900992435204585,0.0006104997427230421,393,0.00027930896261950584,0.00027930896261950584,0.00034682639633160014,0.0003134230343898272
2024-W44,79,2024,2848,0.002024101591705732,0.002024101591705732,0.0018620597507967057,0.001949477059708154,971,0.0006900992435204585,0.0006900992435204585,0.0006104997427230421,0.0006858349845491683,488,0.00034682639633160014,0.00034682639633160014,0.0003134230343898272,0.0003205301326753108
2024-W45,80,2024,2620,0.0018620597507967057,0.0018620597507967057,0.001949477059708154,0.0020880654762750845,859,0.0006104997427230421,0.0006104997427230421,0.0006858349845491683,0.0006822814354064265,441,0.0003134230343898272,0.0003134230343898272,0.0003205301326753108,0.0003404300078746649
2024-W46,81,2024,2743,0.001949477059708154,0.001949477059708154,0.0020880654762750845,0.002009887395134765,965,0.0006858349845491683,0.0006858349845491683,0.0006822814354064265,0.0007021813106057806,451,0.0003205301326753108,0.0003205301326753108,0.0003404300078746649,0.00033261219976063293
2024-W47,82,2024,2938,0.0020880654762750845,0.0020880654762750845,0.002009887395134765,0.0023346817867813657,960,0.0006822814354064265,0.0006822814354064265,0.0007021813106057806,0.0007476667396328757,479,0.0003404300078746649,0.0003404300078746649,0.00033261219976063293,0.00036814769118805095
2024-W48,83,2024,2828,0.002009887395134765,0.002009887395134765,0.0023346817867813657,0.002346763853866688,988,0.0007021813106057806,0.0007021813106057806,0.0007476667396328757,0.0008386375976870659,468,0.00033261219976063293,0.00033261219976063293,0.00036814769118805095,0.0003823618877590182
2024-W49,84,2024,3285,0.0023346817867813657,0.0023346817867813657,0.002346763853866688,0.002503120016147327,1052,0.0007476667396328757,0.0007476667396328757,0.0008386375976870659,0.0008748837989430323,518,0.00036814769118805095,0.00036814769118805095,0.0003823618877590182,0.0003987082138156305
