year,week,week_index,year_week,week_start,season,winter_flag,spring_flag,summer_flag,NO2_mean,NO2_max,NO2_p75,NO2_n_days,PM25_mean,PM25_max,PM25_p75,PM25_n_days,PM10_mean,PM10_max,PM10_p75,PM10_n_days,temp_mean,humidity_mean,respiratory_disease,ILI,pneumonia,sin52,cos52,sin26,cos26,sin1,cos1,sin2,cos2,time_numeric,partial_pollution_week,complete_pollution_week,missing_NO2_days,missing_PM25_days,missing_PM10_days,w52_2025_flag,outlier_flag
2023,28,11,2023-W28,2023-07-12,summer,0,0,1,22.889999999999997,29.57,24.765,7,14.477142857142857,17.67,15.665,7,27.071428571428573,35.0,32.25,7,25.68,72.85,1620,605,183,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,11,0,1,0,0,0,0,0
2023,29,12,2023-W29,2023-07-19,summer,0,0,1,20.947142857142858,25.56,23.075000000000003,7,14.19,18.33,16.5,7,22.392857142857142,33.75,25.5,7,23.82,77.48,1551,570,169,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,12,0,1,0,0,0,0,0
2023,30,13,2023-W30,2023-07-26,summer,0,0,1,21.072857142857146,26.17,24.065,7,8.167142857142858,10.67,10.25,7,14.392857142857142,20.75,17.165,7,23.56,67.38,1558,548,159,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0,13,0,1,0,0,0,0,0
2023,31,14,2023-W31,2023-08-02,summer,0,0,1,19.25,22.8,21.59,7,6.477142857142857,11.67,8.17,7,13.25,23.25,18.75,7,22.33,60.82,1453,540,144,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,14,0,1,0,0,0,0,0
2023,32,15,2023-W32,2023-08-09,summer,0,0,1,18.70285714285714,26.35,20.405,7,12.23857142857143,15.33,13.5,7,20.285714285714285,22.25,21.75,7,25.56,60.76,1347,505,194,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,15,0,1,0,0,0,0,0
2023,33,16,2023-W33,2023-08-16,summer,0,0,1,18.63714285714286,27.02,20.335,7,15.047142857142857,17.67,16.83,7,25.26142857142857,32.0,28.5,7,28.28,61.01,1495,591,205,0.9350162426854149,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,0.9350162426854149,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,16,0,1,0,0,0,0,0
2023,34,17,2023-W34,2023-08-23,summer,0,0,1,20.41857142857143,25.73,24.77,7,12.214285714285714,18.67,17.17,7,20.881428571428575,31.25,30.25,7,25.27,65.43,1680,664,264,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,17,0,1,0,0,0,0,0
2023,35,18,2023-W35,2023-08-30,summer,0,0,1,25.00285714285715,32.1,27.325000000000003,7,10.428571428571429,15.33,12.835,7,18.142857142857142,24.75,20.25,7,21.71,70.04,1624,517,195,0.8229838658936566,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0.8229838658936566,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,18,0,1,0,0,0,0,0
2023,36,19,2023-W36,2023-09-06,summer,0,0,1,40.14,43.74,42.599999999999994,7,19.594285714285714,26.0,22.75,7,32.082857142857144,40.33,37.0,7,23.01,68.06,1831,636,218,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,19,0,1,0,0,0,0,0
2023,37,20,2023-W37,2023-09-13,summer,0,0,1,30.062857142857144,35.79,32.66,7,13.73857142857143,18.0,16.25,7,22.381428571428575,34.0,23.335,7,20.88,83.52,2076,626,229,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,20,0,1,0,0,0,0,0
2023,38,21,2023-W38,2023-09-20,summer,0,0,1,31.208571428571428,40.74,34.790000000000006,7,8.52142857142857,13.33,11.5,7,17.321428571428573,27.25,21.125,7,17.98,78.98,2422,661,236,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,21,0,1,0,0,0,0,0
2023,39,22,2023-W39,2023-09-27,summer,0,0,1,48.68857142857143,57.52,53.275,7,26.472857142857144,36.33,32.83,7,45.107142857142854,56.5,51.25,7,20.02,76.45,2486,677,258,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,22,0,1,0,0,0,0,0
2023,40,23,2023-W40,2023-10-04,winter,1,0,0,36.18857142857143,46.37,39.47,7,20.142857142857142,29.0,24.0,7,38.857142857142854,45.75,41.625,7,19.77,77.69,2711,723,282,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711009,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711009,23,0,1,0,0,0,0,0
2023,41,24,2023-W41,2023-10-11,winter,1,0,0,31.714285714285715,46.21,39.205,7,15.571428571428571,32.33,18.665,7,31.607142857142858,61.75,36.5,7,17.5,71.93,2564,699,276,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,24,0,1,0,0,0,0,0
2023,42,25,2023-W42,2023-10-18,winter,1,0,0,36.22857142857143,46.92,37.8,7,12.381428571428572,19.67,14.5,7,21.75,34.75,24.375,7,14.25,85.57,2322,673,255,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,25,0,1,0,0,0,0,0
2023,43,26,2023-W43,2023-10-25,winter,1,0,0,32.92142857142857,42.0,34.845,7,14.24,24.67,17.17,7,23.428571428571427,37.0,28.125,7,14.1,86.99,2466,721,287,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,26,0,1,0,0,0,0,0
2023,44,27,2023-W44,2023-11-01,winter,1,0,0,34.21142857142858,44.5,37.33,7,10.69,18.0,13.165,7,18.47714285714286,29.67,24.5,7,10.33,87.17,2492,723,296,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,27,0,1,0,0,0,0,0
2023,45,28,2023-W45,2023-11-08,winter,1,0,0,44.10857142857143,53.37,48.989999999999995,7,20.85571428571429,35.0,25.83,7,28.821428571428573,51.0,33.125,7,8.15,85.38,2587,743,303,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,28,0,1,0,0,0,0,0
2023,46,29,2023-W46,2023-11-15,winter,1,0,0,48.785714285714285,55.42,54.58,7,25.095714285714287,42.0,31.67,7,36.75,54.5,46.375,7,9.26,72.99,2880,936,348,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,29,0,1,0,0,0,0,0
2023,47,30,2023-W47,2023-11-22,winter,1,0,0,47.797142857142866,58.65,56.16,7,17.524285714285714,27.0,23.335,7,27.142857142857142,38.75,35.875,7,6.25,67.47,3263,1017,397,-0.46472317204376806,-0.8854560256532101,0.8229838658936557,0.5680647467311567,-0.46472317204376806,-0.8854560256532101,0.8229838658936557,0.5680647467311567,30,0,1,0,0,0,0,0
2023,48,31,2023-W48,2023-11-29,winter,1,0,0,42.042857142857144,52.96,44.879999999999995,7,16.427142857142858,27.33,18.83,7,22.178571428571427,31.75,24.625,7,4.06,77.96,3511,1252,441,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.35460488704253607,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.35460488704253607,31,0,1,0,0,0,0,0
2023,49,32,2023-W49,2023-12-06,winter,1,0,0,47.58142857142857,71.95,50.745000000000005,7,32.57,49.67,37.33,7,43.5,64.75,51.875,7,3.06,91.76,4745,1872,567,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,32,0,1,0,0,0,0,0
2023,50,33,2023-W50,2023-12-13,winter,1,0,0,50.021428571428565,70.5,52.61,7,36.66428571428571,46.33,43.165,7,49.107142857142854,68.25,56.25,7,4.1,87.55,4529,1771,627,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,33,0,1,0,0,0,0,0
2023,51,34,2023-W51,2023-12-20,winter,1,0,0,51.63857142857143,80.39,60.875,7,28.380000000000003,61.33,45.5,7,39.714285714285715,77.75,56.625,7,7.3,80.36,4940,2122,750,-0.8229838658936564,-0.5680647467311559,0.9350162426854149,-0.35460488704253545,-0.8229838658936564,-0.5680647467311559,0.9350162426854149,-0.35460488704253545,34,0,1,0,0,0,0,0
2023,52,35,2023-W52,2023-12-27,winter,1,0,0,42.451428571428565,46.82,46.575,7,32.808571428571426,40.5,37.415,7,40.82142857142857,49.67,45.29,7,6.47,90.18,4092,1765,731,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,35,0,1,0,0,0,0,0
2024,1,36,2024-W01,2024-01-04,winter,1,0,0,41.128571428571426,60.71,45.870000000000005,7,17.38142857142857,29.67,19.5,7,23.75,43.5,24.5,7,5.41,84.3,2987,1012,534,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,36,0,1,0,0,0,0,0
2024,2,37,2024-W02,2024-01-11,winter,1,0,0,54.48285714285714,62.87,56.68,7,41.23857142857143,50.0,45.335,7,51.285714285714285,63.5,56.0,7,1.72,89.39,2577,902,394,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,37,0,1,0,0,0,0,0
2024,3,38,2024-W03,2024-01-18,winter,1,0,0,57.61857142857143,75.93,67.86,7,32.097142857142856,49.67,37.335,7,43.857142857142854,69.5,49.75,7,1.93,77.02,2625,800,310,-0.992708874098054,-0.12053668025532356,0.23931566428755877,-0.9709418174260518,-0.992708874098054,-0.12053668025532356,0.23931566428755877,-0.9709418174260518,38,0,1,0,0,0,0,0
2024,4,39,2024-W04,2024-01-25,winter,1,0,0,65.21142857142857,78.05,75.21000000000001,7,59.04714285714285,81.33,67.16499999999999,7,76.96428571428571,104.0,86.75,7,2.93,89.59,2684,890,339,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,39,0,1,0,0,0,0,0
2024,5,40,2024-W05,2024-02-01,winter,1,0,0,56.32142857142857,74.71,67.83500000000001,7,49.81,76.67,62.5,7,67.46428571428571,100.25,85.875,7,6.87,87.64,2891,910,366,-0.992708874098054,0.12053668025532321,-0.23931566428755807,-0.9709418174260519,-0.992708874098054,0.12053668025532321,-0.23931566428755807,-0.9709418174260519,40,0,1,0,0,0,0,0
2024,6,41,2024-W06,2024-02-08,winter,1,0,0,41.82999999999999,57.97,51.94,7,21.52285714285714,29.67,28.665,7,31.178571428571427,48.25,43.0,7,8.32,87.85,2880,913,348,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,41,0,1,0,0,0,0,0
2024,7,42,2024-W07,2024-02-15,winter,1,0,0,61.041428571428575,74.44,70.00999999999999,7,72.90714285714287,97.67,82.17,7,94.28571428571429,116.75,107.75,7,8.56,86.2,2839,962,326,-0.9350162426854148,0.35460488704253557,-0.6631226582407952,-0.7485107481711012,-0.9350162426854148,0.35460488704253557,-0.6631226582407952,-0.7485107481711012,42,0,1,0,0,0,0,0
2024,8,43,2024-W08,2024-02-22,winter,1,0,0,37.048571428571435,44.43,43.565,7,14.357142857142858,40.0,14.329999999999998,7,19.548571428571428,51.5,18.835,7,7.72,88.22,2862,982,301,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,43,0,1,0,0,0,0,0
